695 1225 1
1669 1225 1
79 1209 1
1245 1209 1
695 1209 3
525 1209 1
101 1139 1
251 1139 1
1137 1139 1
143 1139 1
695 1139 2
269 1139 30
1273 1139 2
127 1137 1
1273 1111 1
1075 1111 1
695 1101 1
127 1101 1
2351 1101 1
123 1101 1
313 1093 1
557 1093 1
181 1093 1
103 1093 1
295 1093 1
2663 1093 1
695 1093 1
251 1093 1
295 1081 1
145 1077 1
2115 1077 1
1791 1077 1
207 1077 1
331 1077 1
695 1077 1
671 1003 1
269 829 3
141 829 2
1601 829 1
695 829 1
141 801 1
123 801 1
2663 801 1
2351 801 1
2125 801 1
3237 799 1
269 799 2
695 799 1
695 795 1
101 795 1
275 755 1
251 755 2
143 755 1
1273 755 1
695 755 2
269 755 2
1743 755 1
123 755 1
463 755 1
671 753 1
135 753 1
2757 713 1
143 713 2
1139 695 2
141 695 1
145 695 1
275 695 1
115 695 1
1273 695 1
269 695 2
1791 695 1
1953 695 1
587 677 1
269 677 2
671 677 5
695 677 2
3077 671 1
269 671 8
695 671 5
829 671 2
101 671 1
2663 671 2
143 671 2
677 671 3
207 671 2
3893 671 1
97 671 1
695 645 1
207 645 1
251 645 1
269 645 1
143 631 2
695 631 1
269 631 1
695 621 1
313 621 1
463 587 1
269 587 1
547 587 1
385 587 1
247 587 1
79 573 1
141 567 1
1273 567 2
269 567 6
1111 567 1
143 547 1
269 547 1
269 525 9
1791 525 2
207 525 1
1227 525 1
275 525 1
1075 525 1
1953 525 1
385 525 1
671 525 1
1209 525 1
141 525 2
695 525 3
1139 525 2
123 525 1
143 525 1
621 525 1
1273 525 1
141 521 1
251 497 1
143 463 2
1929 463 1
829 463 1
695 463 6
547 463 1
755 463 2
269 463 1
295 463 1
269 441 1
207 439 1
141 439 1
621 385 1
1791 385 1
141 385 2
695 385 1
269 385 2
135 379 1
293 379 1
245 379 2
269 379 1
115 379 1
127 379 3
79 379 1
141 377 1
127 377 1
695 341 8
141 341 1
829 341 1
2125 341 1
269 341 3
143 341 1
1273 341 4
463 331 1
143 331 2
145 331 1
207 331 1
253 331 1
645 331 1
713 331 1
241 331 1
385 331 1
695 331 1
79 331 1
135 331 1
251 331 1
127 331 2
269 331 2
567 331 1
1273 331 2
127 325 1
251 313 1
713 299 2
295 299 1
141 299 1
143 299 1
241 299 1
251 299 1
115 299 1
2757 299 1
1601 295 1
207 295 1
105 295 1
695 295 2
143 295 1
245 295 1
123 295 1
1791 295 1
127 295 1
1929 295 1
1743 295 1
115 293 1
143 293 2
1137 293 1
141 293 2
463 293 1
251 293 1
313 293 1
127 293 2
385 293 2
547 293 4
269 293 1
127 289 2
79 289 1
1555 289 1
207 289 1
1273 287 1
1555 287 1
269 287 2
121 287 2
3787 287 1
127 287 1
463 287 1
695 287 2
1601 287 1
127 277 1
269 277 4
755 277 1
695 277 1
141 277 1
269 275 14
1209 275 1
695 275 3
1601 275 1
145 275 1
141 269 7
245 269 1
127 269 1
799 269 1
129 269 1
631 269 1
207 269 3
671 269 9
135 269 1
557 269 4
1953 269 7
241 269 4
379 269 1
293 269 1
253 269 1
275 269 3
287 269 1
115 269 2
385 269 1
755 269 1
123 269 1
439 269 1
525 269 1
567 269 1
1549 269 1
3181 269 1
299 269 2
251 269 3
435 269 1
547 269 2
695 269 51
313 269 1
829 269 1
1139 269 1
3411 269 1
145 269 2
143 269 3
2439 269 2
497 269 1
677 269 1
3869 269 2
2351 261 1
695 253 1
269 253 1
127 253 1
227 253 1
695 251 1
141 251 1
115 251 1
313 251 1
269 251 1
127 247 2
587 247 2
1929 247 1
1669 247 1
135 247 1
1953 247 1
269 247 12
141 247 1
695 247 3
331 247 1
525 247 1
275 247 1
1823 247 1
295 247 1
143 247 3
1139 247 1
123 247 1
463 247 1
79 247 1
207 247 1
2439 247 1
379 247 1
101 247 1
1743 247 1
1225 247 2
1823 245 1
143 245 1
799 245 1
695 245 3
269 245 1
135 245 1
145 245 1
141 245 1
115 243 1
1555 241 1
115 241 1
127 241 1
547 241 1
695 241 1
269 241 9
145 241 3
141 241 3
207 241 1
275 241 2
829 233 1
435 229 1
141 229 3
695 229 1
1273 229 2
331 229 1
157 229 1
251 229 1
1209 229 1
269 229 2
2663 229 1
127 229 1
2351 229 1
463 229 2
3411 229 1
143 227 1
115 227 1
127 227 1
253 227 1
123 223 1
1823 223 1
549 219 1
755 219 1
269 219 1
105 219 1
135 219 1
293 207 1
695 207 1
251 207 1
143 207 1
115 207 1
313 181 1
695 181 1
123 181 1
121 181 1
1225 181 1
207 181 1
269 181 1
127 181 1
141 157 3
127 157 1
269 157 3
115 157 2
695 157 1
157 145 1
1953 145 1
695 145 2
141 145 2
135 145 1
269 145 5
385 145 1
463 143 2
331 143 1
3869 143 1
547 143 2
671 143 4
289 143 1
1227 143 1
567 143 2
3411 143 1
1601 143 1
141 143 1
2757 143 2
695 143 8
1555 143 1
1791 143 1
573 143 1
2351 143 1
3237 143 1
713 143 6
295 143 2
115 143 2
269 143 31
207 143 1
645 143 1
1273 143 1
247 143 1
1789 143 1
755 143 2
1139 143 4
1929 143 2
2125 143 1
829 141 1
115 141 2
269 141 14
313 141 1
1075 141 1
157 141 2
587 141 1
695 141 3
127 141 1
1273 141 1
385 141 2
247 141 1
145 141 1
241 141 1
755 141 1
275 141 1
127 135 1
525 135 1
695 135 3
141 135 1
145 135 1
115 135 1
269 135 2
671 135 3
275 135 2
269 129 1
2351 129 1
1669 129 1
671 125 3
299 125 1
1743 123 3
1791 123 2
2663 123 1
2903 123 1
331 123 1
2661 123 1
1669 123 1
1571 123 1
1601 123 2
695 123 4
1789 123 1
313 123 1
1823 123 1
275 123 1
251 123 1
2115 123 1
141 123 1
2643 123 1
2187 123 1
2247 123 1
2185 123 1
1225 123 1
463 123 1
1245 121 1
2661 121 1
287 121 2
695 121 1
79 115 1
293 115 1
127 115 4
141 115 1
289 115 1
135 115 3
269 115 4
245 115 2
695 115 1
207 105 1
123 105 1
269 105 1
2663 105 1
143 105 1
463 105 1
755 105 1
2351 105 1
1791 105 1
2351 103 1
1953 103 1
671 101 1
247 101 1
293 101 1
157 101 1
275 101 1
463 101 1
269 79 1
141 79 1
755 79 1
