3411 269 1
3411 1791 1
3411 1823 1
3429 127 1
3429 677 1
3429 3411 1
3439 3411 1
3473 1823 1
3473 2615 1
3477 1823 1
3749 677 2
3749 3411 1
3787 223 1
3893 121 1
3893 245 1
3893 677 1
3893 1225 1
3893 1601 1
3893 2125 2
